event_id,event_time,location,rock_type,depth,compressive_strength,tensile_strength,tangential_stress,brittleness_ratio,elastic_strain_energy,density,signal_energy,event_duration,dominant_frequency,signal_rms,seismic_event_rate,peak_ground_acceleration,gutenberg_richter_b,cumulative_seismic_energy,axial_stress,radial_stress,strain_rate,intensity_label,seismic_pulses,total_seismic_energy,rockburst_grade
RB01821,5/20/2023 15:21,Reko Diq Zone 3,Phyllite,615,123,11.3,80.5,2.91,2.56,2.61,0.46,1.52,6.29,0.075,14,0.73,1.21,342.5,98.2,79.3,0.0042,II,812,66030,0
RB00959,1/31/2005 9:39,Skardu Access Tunnel,Slate,518,136.1,12.4,72.8,3.8,2.08,2.51,0.33,1.53,6.93,0.073,10.7,0.61,1.12,333.9,90.9,70.6,0.0038,I,1525,67360,0
RB01794,9/4/1998 18:53,Sanghar Section 1,Granite,685,115.7,10.5,81.7,3.29,3.32,2.57,0.45,1.24,6.64,0.065,14.9,0.76,1.14,368.9,99.6,72.9,0.0043,II,722,35800,0
RB04787,12/21/2010 9:34,Kohat Underground,Granite,859,93.9,9.4,109.6,3.45,2.59,2.66,0.6,1.28,5.63,0.083,19.7,0.92,0.91,437.7,104.5,82.9,0.0049,IV,540,21220,0
RB00655,12/4/2010 10:30,Khewra Drift,Marble,587,136.8,13,77.9,3.49,2.07,2.79,0.34,1.71,7.27,0.073,10.9,0.65,0.91,328.3,94.3,74.2,0.0039,I,677,32780,0
RB02408,6/30/2009 22:52,Gawadar Support Shaft,Slate,689,121.5,11.5,82.3,3.55,3.22,2.65,0.43,1.4,5.99,0.082,13.7,0.73,1.14,354.3,91.7,70.6,0.0045,II,922,51410,0
RB03853,6/12/2016 8:23,Thar Block A,Andesite,853,100.5,7.9,100.6,3.55,3.03,2.51,0.57,1.98,5.74,0.078,18.1,0.94,1.25,418.9,101.8,89.6,0.0048,IV,592,30220,0
RB01996,3/15/2006 23:34,Reko Diq Zone 3,Marble,652,117.8,10.1,83.7,2.65,2.67,2.55,0.43,1.77,6.21,0.061,13,0.77,1.17,342.5,91.2,73.3,0.0042,II,428,23050,0
RB01761,3/24/2007 0:19,Sindh Line A,Granite,690,118.3,11.8,80.6,2.94,2.67,2.62,0.44,1.83,6.64,0.081,12.2,0.72,0.95,339,98.2,70,0.0041,II,402,21190,0
RB02355,11/27/2013 18:02,Khewra Drift,Andesite,693,116.7,9.6,80.6,2.57,2.34,2.64,0.45,1.3,6.29,0.064,14,0.76,0.94,365.3,94.5,73.2,0.0042,II,678,44240,0
RB02742,7/26/2002 11:40,Buner Basin Tunnel,Sandstone,764,108.4,10.7,99.3,3.57,2.4,2.75,0.48,1.42,6.08,0.085,17.4,0.85,1.17,405.6,104.5,83,0.0046,III,459,26360,0
RB02618,1/8/1999 20:33,Dir Valley Route,Quartzite,746,106.1,9.3,95.3,3.05,2.26,2.79,0.5,1.2,5.89,0.063,15.5,0.87,1.26,379.8,103.2,82.4,0.0045,III,376,12780,0
RB00412,4/20/2021 1:12,Gawadar Support Shaft,Andesite,600,128.8,11.7,75.8,3.67,2.28,2.56,0.32,0.94,7.41,0.09,8.5,0.65,1.01,340.6,91.5,73.2,0.0036,I,322,13010,0
RB01775,12/6/2010 13:31,Reko Diq Zone 3,Migmatite,697,123.8,12,86.2,3.38,2.43,2.55,0.46,1.56,6.14,0.082,13.1,0.72,0.95,367.7,93.7,77.8,0.0043,II,268,10600,0
RB03979,10/8/2001 12:43,Dir Valley Route,Shale,850,91.9,7,108.2,3.61,3.39,2.5,0.59,1.15,6.66,0.069,18.9,0.94,1.05,427.4,106.2,86.1,0.005,IV,233,7590,0
RB02187,7/21/1999 14:03,Reko Diq Zone 3,Gneiss,638,116.5,9.7,83.9,3.54,2.02,2.56,0.42,1.97,5.72,0.085,14.9,0.75,1.09,352.6,94.8,75.6,0.0041,II,204,11330,0
RB02380,6/28/2021 20:54,Sindh Line A,Limestone,627,118,9,87.9,3.35,3.09,2.74,0.42,1.99,6.35,0.083,13.4,0.79,1.23,367.1,92.3,71.8,0.0042,II,204,6890,0
RB03964,1/22/1994 15:51,Thar Block A,Slate,826,100.2,9.1,101.5,3.55,2.22,2.64,0.56,1.51,7.08,0.06,20,0.94,1.2,419.9,110.4,80.1,0.005,IV,172,8620,0
RB04312,1/2/1992 9:11,Tunnel B-12,Basalt,843,103.2,8.3,103.9,3.6,2.13,2.71,0.55,1.04,5.52,0.068,18.4,0.96,1.02,415.8,112,81.5,0.0048,IV,173,4070,0
RB04775,10/19/2008 20:13,Reko Diq Zone 3,Shale,929,103.6,7.2,103,2.52,2.17,2.63,0.56,0.89,7.13,0.079,19.6,0.95,1.12,424.1,109.1,80.1,0.0049,IV,169,7400,0
RB03703,9/23/2015 1:54,Gawadar Support Shaft,Phyllite,766,105.6,9.9,97,2.84,2.19,2.58,0.52,1.16,6.14,0.071,15.8,0.87,1.17,381,98.6,79.4,0.0048,III,153,6660,0
RB03973,8/21/2021 23:12,Attock Rock Shaft,Sandstone,879,100.2,8.4,101.1,3.08,2.74,2.78,0.59,1.9,6.08,0.073,18.8,0.92,1.26,422.8,107.5,81.8,0.0049,IV,145,9980,0
RB04766,9/26/2023 10:29,Sanghar Section 1,Limestone,904,98.8,8.7,109.4,2.99,2.44,2.75,0.59,1.54,5.75,0.08,18.4,0.94,1.2,411.3,104.5,83.9,0.0048,IV,164,6710,0
RB03559,10/4/2015 1:02,Tunnel B-12,Conglomerate,794,107.6,9.4,91.4,3.42,2.32,2.69,0.5,1.38,5.99,0.087,16.4,0.85,0.93,385.9,96.5,84.3,0.0045,III,113,8330,0
RB04111,3/22/2012 0:00,Mine X-Delta,Conglomerate,856,102.4,9.7,104.6,2.67,2.96,2.52,0.59,1.44,6.05,0.062,20,0.94,0.94,446.1,104,88,0.005,IV,142,2970,0
RB03498,8/26/2019 19:32,Thar Block A,Granite,760,114.1,8.3,98.6,2.86,2.2,2.72,0.52,0.93,6.41,0.064,16.4,0.85,1.19,399.2,100.2,80,0.0046,III,126,4690,0
RB03766,7/27/2017 19:09,Khewra Drift,Basalt,896,100.8,8.2,108.6,2.75,2.69,2.61,0.58,1.48,6.42,0.082,19.5,0.93,1.19,442.6,100.3,81.6,0.0049,IV,123,3080,0
RB00431,6/8/1998 11:57,Khewra Drift,Limestone,563,135.1,13.5,74.4,2.86,3.48,2.78,0.31,1.24,6.64,0.067,11.6,0.69,1.07,349,88.5,68,0.0039,I,141,11920,0
RB04485,10/21/2024 2:22,Gawadar Support Shaft,Quartzite,852,97.8,8.9,108.5,3.28,2.72,2.73,0.57,1.62,6.59,0.085,18.1,0.91,1.26,422.4,111.4,87.1,0.005,IV,127,5680,0
RB02322,11/11/2016 17:18,Buner Basin Tunnel,Shale,608,120.7,11.9,88.6,3.47,2.05,2.6,0.41,1.39,5.92,0.07,12.8,0.78,1.17,365.1,95.9,78,0.0043,II,162,4890,0
RB01367,2/22/2020 0:43,Gawadar Support Shaft,Marble,671,116.5,10.5,85,3.69,2.17,2.64,0.43,1.74,7.03,0.071,12.3,0.74,0.98,340.1,91.3,70.5,0.0042,II,172,10320,0
RB01993,11/22/2007 12:17,Attock Rock Shaft,Migmatite,699,120.5,10.2,86.6,3.6,2.54,2.74,0.46,2,5.91,0.087,14.4,0.77,1.09,354.6,90.3,75.2,0.0041,II,242,22610,0
RB02852,6/1/1998 2:28,Mansehra Mid Tunnel,Chalk,753,108,10.8,93.7,2.73,2.57,2.63,0.53,0.82,5.93,0.09,15.3,0.81,1.25,406.7,100.8,80.2,0.0048,III,109,2410,0
RB01177,4/16/1998 23:36,Thar Block A,Basalt,524,134.9,12.3,73.4,3.7,2.16,2.57,0.3,1.06,6.68,0.075,8.1,0.69,1.07,310.9,90,73.8,0.0039,I,92,8690,0
RB03529,9/26/2008 13:43,Tunnel B-12,Limestone,707,111.6,9.1,98.9,3.52,3.06,2.61,0.48,1.48,6.53,0.072,17.9,0.85,1.11,382.4,101.5,78.9,0.0046,III,98,4530,0
RB01477,12/18/2013 1:43,Sanghar Section 1,Sandstone,650,119.2,9.4,85.6,3.36,2.55,2.78,0.44,1.3,6.77,0.088,14.6,0.77,1.28,340,91.8,72,0.0041,II,92,4040,0
RB03741,2/29/2012 9:52,Khewra Drift,Marble,734,113.9,10.4,99.8,3.01,3.49,2.58,0.52,1.68,6.24,0.086,15.7,0.87,1.08,377,100.8,75.6,0.0047,III,100,6920,0
RB02046,12/19/2004 19:00,Balochistan Deep Shaft,Basalt,677,120.1,10.9,87.3,2.79,2.96,2.57,0.41,1.95,7.42,0.071,14.8,0.73,1.07,332.6,99.8,73.6,0.0044,II,126,4230,0
RB00103,1/7/2003 10:20,Reko Diq Zone 3,Chalk,582,138.1,12.6,71.3,2.91,2.37,2.6,0.37,1.31,6.06,0.063,10.7,0.65,0.99,326.7,89,70.9,0.0037,I,311,22820,0
RB04332,2/17/1992 17:47,Gilgit Drift Alpha,Conglomerate,816,90.1,9.2,107.3,3.04,2.81,2.58,0.57,1.51,7.49,0.077,19.3,0.95,1.01,412.2,103.9,87.4,0.0048,IV,326,20760,0
RB02993,7/12/2003 11:41,Sindh Line A,Migmatite,719,111.1,10.9,98.3,3.2,2.34,2.61,0.49,1.69,7.23,0.086,16.8,0.81,0.95,407.4,104.1,79.7,0.0046,III,441,27150,0
RB01264,9/29/2014 17:27,Reko Diq Zone 3,Marble,672,119.2,11.5,81.7,3.77,2.92,2.58,0.46,1.26,6.95,0.08,14.7,0.75,1.2,345.2,95.5,74.5,0.0043,II,685,66520,0
RB02882,1/29/2018 19:01,Makran Fault Shaft,Gneiss,728,111.3,8.6,94.2,3.35,2.52,2.55,0.49,0.94,7.22,0.073,15.6,0.9,0.94,381.2,97.7,79.5,0.0046,III,444,24360,0
RB03139,9/26/1996 10:48,Skardu Access Tunnel,Conglomerate,769,110.8,10.3,92.3,3.45,3.31,2.51,0.52,1.28,7.05,0.065,15.5,0.83,1.05,378.1,102.7,79,0.0045,III,378,18160,0
RB03623,9/11/2017 11:31,Attock Rock Shaft,Limestone,720,107,10.9,99.1,3.31,2.4,2.69,0.48,0.86,7.45,0.064,15.6,0.84,0.99,399.2,100.4,83.4,0.0047,III,321,17860,0
RB03204,2/16/2009 4:59,Gilgit Drift Alpha,Marble,761,107.2,10.5,90.6,2.79,2.83,2.74,0.52,1.46,6.19,0.075,16.4,0.84,1.17,374.1,101.3,84.7,0.0048,III,675,75050,0
RB04279,10/8/2017 10:50,Gilgit Drift Alpha,Limestone,856,98.6,7.8,100.4,2.83,2.68,2.54,0.6,1.45,7.42,0.062,19,0.96,0.9,449.6,100.5,84.7,0.005,IV,867,80100,3
RB03300,3/7/2019 15:06,Kohat Underground,Conglomerate,743,111.7,9.9,96.4,3.71,2.32,2.59,0.52,1.86,6.2,0.089,15.4,0.89,1,390.2,99.8,83.4,0.0048,III,423,27740,0
RB04994,4/16/1998 15:14,Skardu Access Tunnel,Shale,907,96.2,8.8,102.9,3.25,2.3,2.61,0.54,1.01,6.08,0.061,19.9,0.99,1.04,445.2,106.2,80.2,0.0048,IV,527,32430,0
RB03634,6/11/2013 19:47,Karak Tunnel,Phyllite,785,108.3,10.3,98.7,2.95,3.44,2.63,0.49,0.86,6.14,0.065,16.8,0.87,0.99,376.7,101,83.3,0.0045,III,508,30750,0
RB01644,9/30/2000 0:51,Thar Block A,Shale,612,124.6,10.1,83.8,3.79,2.31,2.53,0.42,1.17,6.24,0.075,13.9,0.72,1.06,369.6,98.5,76.1,0.0043,II,690,64920,0
RB04506,8/31/1997 0:06,Reko Diq Zone 3,Chalk,818,96.2,9.9,105.4,3.39,3.34,2.74,0.55,1,6.72,0.071,18.5,0.96,0.91,448,105.4,80.7,0.0048,IV,534,36930,0
RB00001,9/19/2008 15:45,Makran Fault Shaft,Marble,531,130.7,11.9,79,3.08,2.93,2.63,0.31,1.18,7.4,0.081,10.5,0.62,1.1,309,93,73,0.0037,I,386,18890,0
RB01581,8/9/2011 9:14,Gawadar Support Shaft,Gneiss,631,122.6,9.1,82.2,2.97,2.84,2.55,0.48,1.08,6.39,0.075,13.3,0.75,1.08,359.9,98.4,73.4,0.0044,II,652,46400,0
RB04423,5/20/2017 2:39,Makran Fault Shaft,Granite,915,99.3,8.7,101.1,3.19,3,2.61,0.59,0.93,6.55,0.083,19.3,0.93,1.12,422.7,105,87.2,0.0049,IV,1125,96760,0
RB04117,11/8/2006 10:03,Skardu Access Tunnel,Basalt,867,101.6,9.6,109.3,3.78,2.89,2.58,0.56,1.71,6.67,0.063,19.4,0.98,1.05,411.7,104.8,86.7,0.0049,IV,645,40350,0
RB01357,11/23/1999 13:21,Attock Rock Shaft,Conglomerate,667,119,10.3,81.7,3.09,2.86,2.67,0.46,1.72,6.88,0.085,13.4,0.77,1.2,360.9,96.9,74.5,0.0045,II,1080,90240,0
RB04202,9/3/2006 6:58,Kohat Underground,Sandstone,827,97.8,9.8,106.6,3.61,2.59,2.51,0.54,1.04,6.22,0.061,19.3,1,0.99,443,105,89.8,0.0049,IV,1269,104340,0
RB04575,10/30/2003 10:35,Karak Tunnel,Sandstone,820,90.3,8,103.4,2.77,2.04,2.71,0.56,1.5,7.4,0.081,18.4,0.96,1.17,434.7,111.2,83.9,0.0049,IV,718,32620,0
RB03734,6/29/2013 11:51,Qasim Tunnel,Slate,735,112.2,9.5,93.8,3.07,3.45,2.73,0.48,1.34,6.83,0.072,16.7,0.9,1.11,388.1,99.8,83.2,0.0046,III,508,22480,3
RB02026,5/18/2000 7:25,Buner Basin Tunnel,Andesite,628,124.9,10.8,89.3,2.63,3.03,2.77,0.45,1.98,7.06,0.069,12.4,0.76,0.97,347.3,92.3,78.1,0.0041,II,454,28710,0
RB02219,10/4/2018 16:48,Balochistan Deep Shaft,Marble,613,119.3,11.7,80.4,3.47,2.76,2.76,0.47,1.76,5.54,0.074,13.8,0.71,1.08,366.2,90.8,71.2,0.0043,II,445,29310,0
RB00397,1/15/2020 10:20,Tunnel B-12,Basalt,582,136.3,10.2,70.7,2.91,3.18,2.51,0.4,1.68,6.47,0.08,10.3,0.61,1.23,300.6,92.4,66.7,0.0036,I,568,19910,0
RB04942,4/25/2000 3:33,Gawadar Support Shaft,Granite,823,100.7,7.8,106.1,3.55,2.08,2.5,0.59,1.34,7.28,0.066,18.7,0.97,0.98,441.9,111.9,86.8,0.0049,IV,342,12250,0
RB01065,6/18/2009 18:57,Sindh Line A,Granite,550,139.8,10.4,73,3.49,2.26,2.68,0.32,1.38,6.94,0.065,11.9,0.67,1.08,303.2,85.8,74.1,0.004,I,306,15080,0
RB03081,11/3/2005 20:42,Balochistan Deep Shaft,Conglomerate,723,107.6,10.8,97.3,2.94,3.14,2.6,0.53,1.37,6.38,0.066,16,0.84,1.25,377.3,97.2,77.6,0.0046,III,310,17180,0
RB02154,3/2/2024 22:41,Qasim Tunnel,Shale,673,124.6,11.2,86.2,3.67,2.84,2.69,0.43,1.65,6.23,0.075,12.4,0.73,1.26,349.7,95.9,76.4,0.0041,II,513,36680,0
RB00819,1/24/2020 2:22,Attock Rock Shaft,Limestone,504,135.5,10.3,72.4,3.42,2.79,2.64,0.38,1.76,5.84,0.088,9.7,0.66,1.18,333.7,93.5,68.1,0.0039,I,381,14170,0
RB01813,1/16/2009 5:03,Mine X-Delta,Migmatite,674,124.3,10,83.2,2.73,2.71,2.56,0.45,1.57,5.94,0.086,14.3,0.8,1.16,365.2,95.6,77.8,0.0044,II,322,18790,0
RB02553,5/17/1995 6:36,Gilgit Drift Alpha,Chalk,742,113.4,9.3,95.7,2.63,2.82,2.72,0.51,1.44,7.01,0.07,16.1,0.86,1.22,378.3,104.9,79.9,0.0047,III,321,14580,0
RB01553,8/19/2011 12:13,Gilgit Drift Alpha,Limestone,655,116.6,10.7,83.3,3.37,2.47,2.66,0.43,1.22,6.13,0.073,13.2,0.74,0.97,344.4,97.9,79.5,0.004,II,328,22530,0
RB04048,11/30/2005 7:10,Balochistan Deep Shaft,Marble,841,94.4,8.3,109.2,3.44,3.34,2.75,0.57,1.82,6.84,0.064,19,0.98,1.08,441.3,103.3,87.8,0.0049,IV,403,18440,0
RB00817,11/15/2011 1:41,Thar Block A,Marble,597,125.2,10.3,73.4,2.8,2.19,2.51,0.32,1.19,6.04,0.073,10.6,0.68,1.25,314,87.8,72.3,0.004,I,802,64990,0
RB01573,8/26/2017 5:10,Mansehra Mid Tunnel,Quartzite,679,120.9,9.4,89.3,3.63,2.09,2.73,0.43,1.78,6.38,0.063,13.1,0.77,1.27,366.8,98,74.5,0.0041,II,681,36860,0
RB04553,10/6/2014 7:23,Punjab Core Tunnel,Gneiss,820,91.8,9.2,103.1,2.65,2.61,2.52,0.55,1.43,7.06,0.063,18.5,0.97,1.05,428.6,109.9,85.7,0.005,IV,463,18130,0
RB01801,1/25/2022 23:51,Qasim Tunnel,Gneiss,686,118.8,9.4,88,3.44,2.22,2.59,0.43,1.24,7.37,0.072,14.4,0.74,1.21,357.7,94.8,72.2,0.004,II,373,14610,0
RB04288,1/8/1997 6:56,Sanghar Section 1,Phyllite,894,99.4,8.5,104.1,3.61,3.38,2.61,0.55,1.34,6.41,0.073,19.7,0.95,1.3,446.4,101.6,89.4,0.0048,IV,300,10040,0
RB00382,6/10/2014 21:41,Kohat Underground,Sandstone,518,136,12.5,75.2,2.96,2.85,2.69,0.39,1.4,6.62,0.077,8.5,0.64,1.18,321.3,94.2,65.9,0.0037,I,250,11410,0
RB02875,8/4/2020 17:03,Dir Valley Route,Sandstone,747,106.4,8.2,95.9,3.76,2.21,2.57,0.51,1.6,6.28,0.064,16.7,0.81,1.06,406.2,101.9,83.2,0.0046,III,251,14020,0
RB04348,10/3/2020 7:14,Gawadar Support Shaft,Dolomite,803,100.3,9.3,103.6,2.58,2.13,2.5,0.55,1.71,6.18,0.074,19.3,0.98,1.29,413.9,112.1,85.3,0.0048,IV,226,12170,0
RB04627,10/22/2015 7:39,Thar Block A,Marble,890,91.8,9.1,102,2.58,3.37,2.78,0.57,1.77,5.87,0.085,18.8,0.98,1.12,423.5,106.2,87,0.0049,IV,216,10040,0
RB03504,8/17/2015 1:51,Thar Block A,Conglomerate,720,109.8,8.2,92.8,3.51,3.48,2.52,0.52,1.55,7.15,0.086,15.7,0.9,0.9,373.6,96.6,85,0.0047,III,248,9710,0
RB02312,9/13/2019 10:13,Gawadar Support Shaft,Shale,654,124.9,10.5,86.6,2.95,2.56,2.77,0.47,1.42,5.8,0.062,13.4,0.73,1.05,354.3,92.4,79.6,0.0042,II,904,55230,0
RB01781,5/19/2014 19:43,Sindh Line A,Andesite,601,118.3,11.6,83.1,2.9,2.94,2.74,0.46,1.76,5.67,0.089,12.7,0.78,1.29,364.1,96.9,75.4,0.0045,II,439,19580,0
RB02727,3/23/2017 23:37,Mansehra Mid Tunnel,Marble,730,107.9,10.3,94.5,3.38,2.12,2.78,0.49,1.21,6.37,0.069,17.3,0.88,0.91,371.8,100.2,76.2,0.0047,III,326,15640,0
RB02438,8/22/1994 10:52,Kohat Underground,Shale,669,123.5,10.4,88.7,3.52,3.32,2.74,0.42,1.59,7.48,0.064,13.9,0.78,0.96,350.5,90.4,70.7,0.0044,II,262,13610,0
RB02334,8/13/2001 1:48,Gilgit Drift Alpha,Granite,621,119.9,11.5,82.2,2.7,2.51,2.51,0.44,1.15,5.71,0.083,12.4,0.74,0.92,351.5,90.8,76.4,0.0041,II,294,9280,0
RB00865,1/14/2020 2:55,Dir Valley Route,Conglomerate,582,135.4,11,72,2.93,2.98,2.66,0.34,1.39,6.57,0.07,9.1,0.67,1.16,317.5,89.6,71.1,0.0035,I,241,9000,0
RB03639,11/27/2006 1:09,Sindh Line A,Conglomerate,750,108.8,9,94.7,3.47,2.42,2.65,0.51,0.82,6.23,0.074,15.4,0.8,1.19,388.6,99.3,84,0.0047,III,514,23440,0
RB03165,1/25/2019 17:59,Gawadar Support Shaft,Dolomite,793,114.9,9,94.2,3.33,2.5,2.51,0.52,1.47,6.2,0.083,15.4,0.83,1.13,389,102.4,77,0.0047,III,274,6660,0
RB00555,1/18/2020 11:09,Qasim Tunnel,Granite,500,127.7,10.9,74.2,2.71,3.46,2.59,0.32,1.59,7.5,0.072,11.2,0.63,1.21,307.6,90.5,73.5,0.0039,I,236,5480,0
RB01160,3/15/2003 2:25,Attock Rock Shaft,Chalk,556,139.2,12.3,72.1,3.03,2.75,2.75,0.31,1.28,6.63,0.077,10.4,0.66,1.07,317,94.2,72.3,0.0039,I,224,8030,0
RB01214,4/12/2012 10:41,Punjab Core Tunnel,Sandstone,500,132,12.7,77.6,3.22,2.58,2.6,0.4,1.9,5.61,0.083,9.6,0.68,1.26,307,89,69.3,0.0039,I,181,4170,0
RB03761,1/31/2015 4:29,Tunnel B-12,Marble,859,102,9.8,103.8,3.77,2.93,2.75,0.57,1.18,7.25,0.089,18.9,0.95,1.03,429.3,112.4,83.4,0.0049,IV,182,7160,0
RB04214,2/22/2021 12:57,Punjab Core Tunnel,Phyllite,840,101.7,8,101.6,2.88,2.85,2.63,0.58,1.16,5.71,0.084,19.4,0.91,1.06,420.7,105.6,82.4,0.0049,IV,210,13640,0
RB00049,12/16/1997 15:37,Skardu Access Tunnel,Migmatite,544,135.6,13.3,76.4,2.89,2.89,2.71,0.4,1.97,7.11,0.088,8.1,0.64,1.15,325.8,93.9,69.7,0.0036,I,172,4310,0
RB02368,3/12/2012 20:02,Thar Block A,Slate,606,123.9,11.3,86.9,2.61,2.22,2.54,0.45,1.4,7.04,0.087,14.1,0.76,1.24,360,90.1,74.5,0.0043,II,127,3250,0
RB00701,4/5/2003 16:52,Makran Fault Shaft,Migmatite,583,135.7,13.9,80,3.5,2.48,2.73,0.39,1.09,6.42,0.061,9.8,0.67,0.97,344.7,93.5,70,0.0036,I,107,3520,0
RB00653,12/31/2010 16:02,Karak Tunnel,Marble,549,130.9,12.7,76.3,2.58,2.41,2.55,0.38,1.84,6.74,0.086,11.2,0.68,1.19,305.4,94.3,72.8,0.0037,I,78,2270,0
RB03934,4/23/2004 18:51,Skardu Access Tunnel,Dolomite,911,94.2,7.8,102.2,3.49,2.98,2.65,0.59,0.95,6.98,0.062,18.2,0.97,1.03,427.7,107.8,89.2,0.0049,IV,111,6130,0
RB04410,6/5/2020 20:29,Thar Block A,Migmatite,910,95.2,8.8,108,2.78,3.34,2.64,0.56,1.07,6.06,0.088,18.9,1,1.23,432.1,111.4,88,0.005,IV,84,3470,0
RB03312,8/5/2013 11:38,Kohat Underground,Marble,772,112.9,10.1,96,3.77,2.06,2.77,0.52,1.38,6.75,0.073,16.5,0.83,0.91,399.2,101.8,75.6,0.0047,III,139,9680,0
RB00749,11/6/2002 0:11,Punjab Core Tunnel,Gneiss,514,130.1,10.4,78.2,2.98,2.3,2.53,0.35,1.63,6.64,0.061,10.6,0.63,1.19,302.5,86.7,69.8,0.0039,I,188,8680,0
RB01456,8/5/2005 15:56,Punjab Core Tunnel,Granite,649,118.7,9.3,82.4,3.44,2.07,2.56,0.47,1.81,7.3,0.071,14.8,0.78,0.93,336.9,95.1,70.8,0.0044,II,104,2440,0
RB04196,7/24/2017 9:03,Makran Fault Shaft,Dolomite,822,103.7,9,101.5,3.48,2.38,2.5,0.59,1.78,6.51,0.069,18.2,0.93,0.94,447.6,106.4,85.7,0.0049,IV,112,1350,0
RB02390,2/4/2006 15:20,Qasim Tunnel,Gneiss,674,122.4,9.3,85.5,2.53,2.7,2.51,0.42,1.65,5.63,0.062,14.3,0.72,1.14,350.8,98.7,73.6,0.0043,II,126,5440,0
RB03495,9/22/1997 8:44,Gawadar Support Shaft,Granite,712,109.3,10.5,94.2,3.34,2.34,2.52,0.53,1.49,7.32,0.077,16.4,0.87,1.07,405.2,101.7,82.1,0.0046,III,118,9990,0
RB00867,9/18/2014 15:55,Thar Block A,Shale,512,138.9,11.5,70.7,3.44,2.76,2.73,0.39,1.12,6.44,0.067,8.2,0.69,1,335.1,91.1,69.8,0.0039,I,108,2960,0
RB00753,9/5/2007 12:20,Sanghar Section 1,Chalk,535,129.1,13,75.6,3.04,3.13,2.78,0.37,1,6.22,0.083,9.8,0.65,1.27,304.8,91.5,73.3,0.0038,I,98,7020,0
RB01645,10/13/2024 14:49,Mansehra Mid Tunnel,Marble,674,119.2,10.1,80.4,2.56,3.3,2.76,0.44,1.79,6.07,0.073,14.3,0.71,1.19,359.9,92.4,70.4,0.0043,II,129,6130,0
RB00093,9/26/2003 10:05,Tunnel B-12,Gneiss,574,135.7,12,74.6,3.04,2.16,2.63,0.31,1.61,6.58,0.075,9.8,0.68,0.95,344.8,92.4,69.2,0.0036,I,177,7320,0
RB04825,8/19/2007 0:25,Sanghar Section 1,Phyllite,865,93.4,8.7,107.6,3.1,2.02,2.67,0.58,1.91,7.27,0.064,19.8,0.97,1.28,438.5,104.6,80.4,0.005,IV,195,5710,0
RB03102,3/25/2019 15:13,Attock Rock Shaft,Granite,738,108.7,10.9,95.7,3.71,3.3,2.5,0.53,1.19,5.81,0.076,15.3,0.84,1.04,389.5,99.6,84.4,0.0047,III,196,7430,0
RB02433,7/5/2000 6:56,Khewra Drift,Basalt,606,123.2,9.3,87.4,3.14,2.58,2.55,0.48,1.01,6.23,0.09,12.6,0.8,1.28,365.8,90.7,70.9,0.0042,II,415,22220,0
RB02630,5/8/2000 15:15,Balochistan Deep Shaft,Basalt,759,112.7,8.6,96.4,3,2.59,2.66,0.53,1,6.18,0.07,16,0.8,0.91,399.9,99.5,78.2,0.0046,III,510,26400,0
RB01491,1/5/2002 10:08,Mine X-Delta,Slate,695,116.2,9.8,84,3.73,2.54,2.69,0.46,1.89,6.49,0.073,12.8,0.72,0.98,348.4,93.3,79.2,0.0043,II,315,11610,0
RB02896,11/22/2007 13:44,Mine X-Delta,Chalk,796,108.1,10.1,97.5,2.91,2.94,2.8,0.51,1.23,6.24,0.088,16.3,0.83,1.15,370.2,100.9,76.8,0.0046,III,308,14580,0
RB02178,11/16/2002 15:50,Buner Basin Tunnel,Limestone,673,117.1,9.3,84.1,3.35,2.82,2.51,0.47,0.89,7.44,0.083,12.2,0.74,1.2,349.5,92.2,76.8,0.0045,II,324,20760,0
RB00730,5/28/2007 10:17,Khewra Drift,Quartzite,568,132,12,79.6,3.02,2.19,2.56,0.32,0.93,5.68,0.068,9.1,0.65,1.29,349.7,85.6,68.6,0.0039,I,628,28380,0
RB04760,9/4/2009 11:37,Punjab Core Tunnel,Limestone,920,99.5,7.8,104.7,2.91,2.24,2.55,0.59,1.08,6.3,0.088,18.7,0.96,1.3,430,113.7,88.3,0.0049,IV,525,42140,0
RB02472,1/24/2022 10:56,Buner Basin Tunnel,Marble,622,121,11.4,81.3,2.69,2.07,2.69,0.4,1.81,5.93,0.08,13.5,0.72,1.2,361.1,93.4,75.8,0.0041,II,439,20350,0
RB02243,10/23/2022 12:22,Buner Basin Tunnel,Slate,652,124.2,11.9,89.3,2.91,3.16,2.55,0.41,1.52,6.81,0.071,13.9,0.78,1.21,330,95.2,72.9,0.0043,II,514,31810,0
RB01937,3/18/2019 6:13,Kohat Underground,Conglomerate,647,122.9,10.1,84.8,3.79,2.51,2.65,0.45,1.18,5.86,0.078,12.6,0.75,0.96,334.3,99.8,76,0.004,II,696,44190,0
RB01746,10/19/2009 7:48,Balochistan Deep Shaft,Dolomite,635,124.5,10.6,88.4,3.21,2.19,2.52,0.44,1.72,7.3,0.072,14,0.72,1.06,337,97.2,72,0.0045,II,527,28290,0
RB04747,2/21/2005 4:31,Mansehra Mid Tunnel,Basalt,830,104.1,8,100.7,3.31,2.11,2.62,0.55,0.86,6.83,0.081,18.3,0.92,1.17,443.8,103,84.4,0.005,IV,383,25090,0
